page,visits,date
"Creed_(film)_en.wikipedia.org_all-access_all-agents",35465,"2016-01-01 00:00:00"
"Creed_(film)_en.wikipedia.org_desktop_all-agents",11639,"2016-01-01 00:00:00"
"Creed_(film)_en.wikipedia.org_mobile-web_all-agents",22947,"2016-01-01 00:00:00"
"Criminal_Minds_en.wikipedia.org_all-access_all-agents",9717,"2016-01-01 00:00:00"
"Cristiano_Ronaldo_en.wikipedia.org_all-access_all-agents",21529,"2016-01-01 00:00:00"
"Cristiano_Ronaldo_en.wikipedia.org_desktop_all-agents",6314,"2016-01-01 00:00:00"
"Cristiano_Ronaldo_en.wikipedia.org_mobile-web_all-agents",14942,"2016-01-01 00:00:00"
"Cristiano_Ronaldo_es.wikipedia.org_all-access_all-agents",6055,"2016-01-01 00:00:00"
"Croatia_en.wikipedia.org_all-access_all-agents",13034,"2016-01-01 00:00:00"
"Crohn's_disease_en.wikipedia.org_all-access_all-agents",8119,"2016-01-01 00:00:00"
"Cuba_en.wikipedia.org_all-access_all-agents",6458,"2016-01-01 00:00:00"
"Cyprus_en.wikipedia.org_all-access_all-agents",6873,"2016-01-01 00:00:00"
"Czech_Republic_en.wikipedia.org_all-access_all-agents",5446,"2016-01-01 00:00:00"
"D._B._Cooper_en.wikipedia.org_all-access_all-agents",2184,"2016-01-01 00:00:00"
"DC_Universe_Animated_Original_Movies_en.wikipedia.org_all-access_all-agents",7087,"2016-01-01 00:00:00"
"Daenerys_Targaryen_en.wikipedia.org_all-access_all-agents",2705,"2016-01-01 00:00:00"
"Dakota_Johnson_en.wikipedia.org_all-access_all-agents",10391,"2016-01-01 00:00:00"
"Dakota_Johnson_es.wikipedia.org_all-access_all-agents",1228,"2016-01-01 00:00:00"
"Dakota_Johnson_es.wikipedia.org_mobile-web_all-agents",954,"2016-01-01 00:00:00"
"Dan_Bilzerian_en.wikipedia.org_all-access_all-agents",10310,"2016-01-01 00:00:00"
"Dan_Bilzerian_en.wikipedia.org_desktop_all-agents",2265,"2016-01-01 00:00:00"
"Dan_Bilzerian_en.wikipedia.org_mobile-web_all-agents",7900,"2016-01-01 00:00:00"
"Daredevil_(TV_series)_en.wikipedia.org_all-access_all-agents",10555,"2016-01-01 00:00:00"
"Dark_Matter_(TV_series)_en.wikipedia.org_all-access_all-agents",5947,"2016-01-01 00:00:00"
"David_Attenborough_en.wikipedia.org_all-access_all-agents",13803,"2016-01-01 00:00:00"
"David_Beckham_en.wikipedia.org_all-access_all-agents",11099,"2016-01-01 00:00:00"
"David_Beckham_en.wikipedia.org_mobile-web_all-agents",8171,"2016-01-01 00:00:00"
"Deadpool_en.wikipedia.org_all-access_all-agents",20855,"2016-01-01 00:00:00"
"Deaths_in_2015_en.wikipedia.org_all-access_all-agents",97879,"2016-01-01 00:00:00"
"Deaths_in_2015_en.wikipedia.org_desktop_all-agents",52642,"2016-01-01 00:00:00"
"Deaths_in_2015_en.wikipedia.org_mobile-web_all-agents",40446,"2016-01-01 00:00:00"
"DeclaraciÃ³n_de_independencia_de_la_Argentina_es.wikipedia.org_all-access_all-agents",217,"2016-01-01 00:00:00"
"Demi_Lovato_en.wikipedia.org_all-access_all-agents",41849,"2016-01-01 00:00:00"
"Demi_Lovato_en.wikipedia.org_mobile-web_all-agents",33196,"2016-01-01 00:00:00"
"Denmark_en.wikipedia.org_all-access_all-agents",7976,"2016-01-01 00:00:00"
"Deutschland_de.wikipedia.org_all-access_all-agents",16488,"2016-01-01 00:00:00"
"Deutschland_de.wikipedia.org_desktop_all-agents",6200,"2016-01-01 00:00:00"
"Diana,_Princess_of_Wales_en.wikipedia.org_all-access_all-agents",9762,"2016-01-01 00:00:00"
"Diana,_Princess_of_Wales_en.wikipedia.org_desktop_all-agents",2870,"2016-01-01 00:00:00"
"Diana,_Princess_of_Wales_en.wikipedia.org_mobile-web_all-agents",6710,"2016-01-01 00:00:00"
"Dilwale_(2015_film)_en.wikipedia.org_all-access_all-agents",94218,"2016-01-01 00:00:00"
"Divergent_(film)_en.wikipedia.org_all-access_all-agents",13936,"2016-01-01 00:00:00"
"Doctor_Who_en.wikipedia.org_all-access_all-agents",17026,"2016-01-01 00:00:00"
"Dog_en.wikipedia.org_all-access_all-agents",6778,"2016-01-01 00:00:00"
"Domhnall_Gleeson_en.wikipedia.org_all-access_all-agents",23165,"2016-01-01 00:00:00"
"Donald_Glover_en.wikipedia.org_all-access_all-agents",9516,"2016-01-01 00:00:00"
"Donald_Trump_en.wikipedia.org_all-access_all-agents",50601,"2016-01-01 00:00:00"
"Donald_Trump_en.wikipedia.org_desktop_all-agents",16902,"2016-01-01 00:00:00"
"Donald_Trump_en.wikipedia.org_mobile-web_all-agents",32746,"2016-01-01 00:00:00"
"Donald_Trump_es.wikipedia.org_all-access_all-agents",2840,"2016-01-01 00:00:00"
"Donald_Trump_es.wikipedia.org_desktop_all-agents",797,"2016-01-01 00:00:00"
"Donald_Trump_es.wikipedia.org_mobile-web_all-agents",2011,"2016-01-01 00:00:00"
"Dr._Dre_en.wikipedia.org_all-access_all-agents",20767,"2016-01-01 00:00:00"
"Dragon_Ball_Super_en.wikipedia.org_all-access_all-agents",9841,"2016-01-01 00:00:00"
"Drake_(rapper)_en.wikipedia.org_all-access_all-agents",20403,"2016-01-01 00:00:00"
"Dubai_en.wikipedia.org_all-access_all-agents",45286,"2016-01-01 00:00:00"
"Dunningâ€“Kruger_effect_en.wikipedia.org_all-access_all-agents",3714,"2016-01-01 00:00:00"
"Dunningâ€“Kruger_effect_en.wikipedia.org_desktop_all-agents",1985,"2016-01-01 00:00:00"
"Dunningâ€“Kruger_effect_en.wikipedia.org_mobile-web_all-agents",1694,"2016-01-01 00:00:00"
"Dwayne_Johnson_en.wikipedia.org_all-access_all-agents",27941,"2016-01-01 00:00:00"
"Dwayne_Johnson_en.wikipedia.org_desktop_all-agents",6113,"2016-01-01 00:00:00"
"Dwayne_Johnson_en.wikipedia.org_mobile-web_all-agents",21326,"2016-01-01 00:00:00"
"Dwyane_Wade_en.wikipedia.org_all-access_all-agents",3513,"2016-01-01 00:00:00"
"Dylan_O'Brien_en.wikipedia.org_mobile-web_all-agents",7315,"2016-01-01 00:00:00"
"Dylann_Roof_en.wikipedia.org_all-access_all-agents",1280,"2016-01-01 00:00:00"
"Dylann_Roof_en.wikipedia.org_mobile-web_all-agents",712,"2016-01-01 00:00:00"
"Earth_en.wikipedia.org_all-access_all-agents",6703,"2016-01-01 00:00:00"
"Eazy-E_en.wikipedia.org_all-access_all-agents",22074,"2016-01-01 00:00:00"
"Ed_Sheeran_en.wikipedia.org_all-access_all-agents",18585,"2016-01-01 00:00:00"
"Ed_Sheeran_en.wikipedia.org_mobile-web_all-agents",13696,"2016-01-01 00:00:00"
"Eduardo_Vargas_en.wikipedia.org_all-access_all-agents",527,"2016-01-01 00:00:00"
"Eduardo_Vargas_en.wikipedia.org_mobile-web_all-agents",280,"2016-01-01 00:00:00"
"Eduardo_Vargas_es.wikipedia.org_all-access_all-agents",227,"2016-01-01 00:00:00"
"Edward_Snowden_en.wikipedia.org_all-access_all-agents",8868,"2016-01-01 00:00:00"
"Edward_Snowden_en.wikipedia.org_desktop_all-agents",3393,"2016-01-01 00:00:00"
"Edward_Snowden_en.wikipedia.org_mobile-web_all-agents",5328,"2016-01-01 00:00:00"
"Egypt_en.wikipedia.org_all-access_all-agents",9058,"2016-01-01 00:00:00"
"El_seÃ±or_de_los_cielos_es.wikipedia.org_all-access_all-agents",5868,"2016-01-01 00:00:00"
"Elena_Delle_Donne_en.wikipedia.org_mobile-web_all-agents",1181,"2016-01-01 00:00:00"
"Elizabeth_II_en.wikipedia.org_all-access_all-agents",19109,"2016-01-01 00:00:00"
"Elizabeth_II_en.wikipedia.org_desktop_all-agents",6209,"2016-01-01 00:00:00"
"Elizabeth_II_en.wikipedia.org_mobile-web_all-agents",12361,"2016-01-01 00:00:00"
"Elizabeth_I_of_England_en.wikipedia.org_all-access_all-agents",9304,"2016-01-01 00:00:00"
"Elon_Musk_en.wikipedia.org_all-access_all-agents",18172,"2016-01-01 00:00:00"
"Elon_Musk_en.wikipedia.org_desktop_all-agents",7306,"2016-01-01 00:00:00"
"Elvis_Presley_en.wikipedia.org_all-access_all-agents",20733,"2016-01-01 00:00:00"
"Emilia_Clarke_en.wikipedia.org_all-access_all-agents",11052,"2016-01-01 00:00:00"
"Emilia_Clarke_en.wikipedia.org_desktop_all-agents",3835,"2016-01-01 00:00:00"
"Emilia_Clarke_en.wikipedia.org_mobile-web_all-agents",6980,"2016-01-01 00:00:00"
"Emilia_Clarke_fr.wikipedia.org_all-access_all-agents",1438,"2016-01-01 00:00:00"
"Emily_Ratajkowski_en.wikipedia.org_all-access_all-agents",6603,"2016-01-01 00:00:00"
"Eminem_en.wikipedia.org_all-access_all-agents",17964,"2016-01-01 00:00:00"
"Eminem_en.wikipedia.org_desktop_all-agents",6188,"2016-01-01 00:00:00"
"Eminem_en.wikipedia.org_mobile-web_all-agents",11477,"2016-01-01 00:00:00"
"Emma_Roberts_en.wikipedia.org_all-access_all-agents",14132,"2016-01-01 00:00:00"
"Emma_Watson_en.wikipedia.org_all-access_all-agents",17174,"2016-01-01 00:00:00"
"Empire_(2015_TV_series)_en.wikipedia.org_all-access_all-agents",9174,"2016-01-01 00:00:00"
"Empire_(2015_TV_series)_en.wikipedia.org_mobile-web_all-agents",5575,"2016-01-01 00:00:00"
"Enfermedad_de_Lyme_es.wikipedia.org_all-access_all-agents",700,"2016-01-01 00:00:00"
"Enfermedad_de_Lyme_es.wikipedia.org_desktop_all-agents",182,"2016-01-01 00:00:00"
"Enfermedad_de_Lyme_es.wikipedia.org_mobile-web_all-agents",514,"2016-01-01 00:00:00"
"England_en.wikipedia.org_all-access_all-agents",10098,"2016-01-01 00:00:00"
"English_language_en.wikipedia.org_all-access_all-agents",8211,"2016-01-01 00:00:00"
"Ernest_Hemingway_en.wikipedia.org_all-access_all-agents",7800,"2016-01-01 00:00:00"
"EspaÃ±a_es.wikipedia.org_all-access_all-agents",8284,"2016-01-01 00:00:00"
"Especial:Buscar_es.wikipedia.org_all-access_all-agents",95553,"2016-01-01 00:00:00"
"Especial:Buscar_es.wikipedia.org_desktop_all-agents",85390,"2016-01-01 00:00:00"
"Especial:Buscar_es.wikipedia.org_mobile-web_all-agents",10163,"2016-01-01 00:00:00"
"Especial:BÃºsquedaDeEnlaces_es.wikipedia.org_all-access_all-agents",15616,"2016-01-01 00:00:00"
"Especial:BÃºsquedaDeEnlaces_es.wikipedia.org_desktop_all-agents",15615,"2016-01-01 00:00:00"
"Especial:Entrar_es.wikipedia.org_all-access_all-agents",20529,"2016-01-01 00:00:00"
"Especial:Entrar_es.wikipedia.org_all-access_spider",2612,"2016-01-01 00:00:00"
"Especial:Entrar_es.wikipedia.org_desktop_all-agents",11725,"2016-01-01 00:00:00"
"Especial:Entrar_es.wikipedia.org_mobile-web_all-agents",8804,"2016-01-01 00:00:00"
"Especial:Libro_es.wikipedia.org_all-access_all-agents",9745,"2016-01-01 00:00:00"
"Especial:Libro_es.wikipedia.org_desktop_all-agents",9633,"2016-01-01 00:00:00"
"Estados_Unidos_es.wikipedia.org_all-access_all-agents",7785,"2016-01-01 00:00:00"
"Eugenie_Bouchard_en.wikipedia.org_all-access_all-agents",728,"2016-01-01 00:00:00"
"Europe_en.wikipedia.org_all-access_all-agents",7318,"2016-01-01 00:00:00"
"European_Union_en.wikipedia.org_all-access_all-agents",6414,"2016-01-01 00:00:00"
"European_Union_en.wikipedia.org_desktop_all-agents",3688,"2016-01-01 00:00:00"
"Eva_Green_en.wikipedia.org_all-access_all-agents",9687,"2016-01-01 00:00:00"
"Evan_Spiegel_en.wikipedia.org_all-access_all-agents",2733,"2016-01-01 00:00:00"
"Ex_Machina_(film)_en.wikipedia.org_all-access_all-agents",19825,"2016-01-01 00:00:00"
"FC_Barcelona_en.wikipedia.org_all-access_all-agents",9456,"2016-01-01 00:00:00"
"FC_Bayern_Munich_en.wikipedia.org_all-access_all-agents",4063,"2016-01-01 00:00:00"
"FIFA_World_Cup_en.wikipedia.org_all-access_all-agents",4399,"2016-01-01 00:00:00"
"FIFA_World_Cup_en.wikipedia.org_desktop_all-agents",1763,"2016-01-01 00:00:00"
"FIFA_World_Cup_en.wikipedia.org_mobile-web_all-agents",2508,"2016-01-01 00:00:00"
"Facebook_en.wikipedia.org_all-access_all-agents",41062,"2016-01-01 00:00:00"
"Facebook_en.wikipedia.org_desktop_all-agents",17405,"2016-01-01 00:00:00"
"Facebook_en.wikipedia.org_mobile-web_all-agents",23434,"2016-01-01 00:00:00"
"Facebook_es.wikipedia.org_all-access_all-agents",5705,"2016-01-01 00:00:00"
"Facebook_es.wikipedia.org_mobile-web_all-agents",3907,"2016-01-01 00:00:00"
"Fantastic_Four_(2015_film)_en.wikipedia.org_all-access_all-agents",11277,"2016-01-01 00:00:00"
"Fate/stay_night_ja.wikipedia.org_all-access_all-agents",3995,"2016-01-01 00:00:00"
"Fear_the_Walking_Dead_en.wikipedia.org_all-access_all-agents",8873,"2016-01-01 00:00:00"
"Fetty_Wap_en.wikipedia.org_all-access_all-agents",20032,"2016-01-01 00:00:00"
"Fetty_Wap_en.wikipedia.org_desktop_all-agents",4589,"2016-01-01 00:00:00"
"Fetty_Wap_en.wikipedia.org_mobile-web_all-agents",15164,"2016-01-01 00:00:00"
"Fidel_Castro_en.wikipedia.org_all-access_all-agents",6500,"2016-01-01 00:00:00"
"Fifth_Harmony_en.wikipedia.org_all-access_all-agents",8348,"2016-01-01 00:00:00"
"Fifty_Shades_of_Grey_(film)_en.wikipedia.org_all-access_all-agents",13392,"2016-01-01 00:00:00"
"Fifty_Shades_of_Grey_(film)_en.wikipedia.org_mobile-web_all-agents",9052,"2016-01-01 00:00:00"
"Fifty_Shades_of_Grey_en.wikipedia.org_all-access_all-agents",13928,"2016-01-01 00:00:00"
"Fifty_Shades_of_Grey_en.wikipedia.org_mobile-web_all-agents",10233,"2016-01-01 00:00:00"
"File:1x1.png_commons.wikimedia.org_all-access_all-agents",18153,"2016-01-01 00:00:00"
"File:Transparent.gif_commons.wikimedia.org_all-access_all-agents",11491,"2016-01-01 00:00:00"
"File:Transparent.gif_commons.wikimedia.org_desktop_all-agents",10494,"2016-01-01 00:00:00"
"First_Amendment_to_the_United_States_Constitution_en.wikipedia.org_all-access_all-agents",2930,"2016-01-01 00:00:00"
"Flag_of_the_United_States_en.wikipedia.org_all-access_all-agents",3399,"2016-01-01 00:00:00"
"Flash_(sÃ©rie_tÃ©lÃ©visÃ©e,_2014)_fr.wikipedia.org_all-access_all-agents",1190,"2016-01-01 00:00:00"
"Flash_(sÃ©rie_tÃ©lÃ©visÃ©e,_2014)_fr.wikipedia.org_mobile-web_all-agents",497,"2016-01-01 00:00:00"
"Floyd_Mayweather,_Jr._en.wikipedia.org_all-access_all-agents",7211,"2016-01-01 00:00:00"
"France_en.wikipedia.org_all-access_all-agents",11593,"2016-01-01 00:00:00"
"France_en.wikipedia.org_desktop_all-agents",6990,"2016-01-01 00:00:00"
"Francisco_(papa)_es.wikipedia.org_all-access_all-agents",3210,"2016-01-01 00:00:00"
"Frank_Sinatra_en.wikipedia.org_all-access_all-agents",40990,"2016-01-01 00:00:00"
"Franklin_D._Roosevelt_en.wikipedia.org_all-access_all-agents",10701,"2016-01-01 00:00:00"
"Freddie_Mercury_en.wikipedia.org_all-access_all-agents",18792,"2016-01-01 00:00:00"
"Freddie_Mercury_en.wikipedia.org_desktop_all-agents",6005,"2016-01-01 00:00:00"
"Freddie_Mercury_en.wikipedia.org_mobile-web_all-agents",12442,"2016-01-01 00:00:00"
"Friends_en.wikipedia.org_all-access_all-agents",12891,"2016-01-01 00:00:00"
"Friends_en.wikipedia.org_mobile-web_all-agents",8114,"2016-01-01 00:00:00"
"Frozen_(2013_film)_en.wikipedia.org_all-access_all-agents",15450,"2016-01-01 00:00:00"
"Furious_7_en.wikipedia.org_all-access_all-agents",12952,"2016-01-01 00:00:00"
"Furious_7_en.wikipedia.org_desktop_all-agents",5388,"2016-01-01 00:00:00"
"Furious_7_en.wikipedia.org_mobile-web_all-agents",7305,"2016-01-01 00:00:00"
"FÃºtbol_es.wikipedia.org_all-access_all-agents",1455,"2016-01-01 00:00:00"
"Game_of_Thrones_(season_5)_en.wikipedia.org_all-access_all-agents",8429,"2016-01-01 00:00:00"
"Game_of_Thrones_(season_5)_en.wikipedia.org_desktop_all-agents",3262,"2016-01-01 00:00:00"
"Game_of_Thrones_(season_5)_en.wikipedia.org_mobile-web_all-agents",4949,"2016-01-01 00:00:00"
"Game_of_Thrones_de.wikipedia.org_all-access_all-agents",12717,"2016-01-01 00:00:00"
"Game_of_Thrones_de.wikipedia.org_desktop_all-agents",4770,"2016-01-01 00:00:00"
"Game_of_Thrones_en.wikipedia.org_all-access_all-agents",29633,"2016-01-01 00:00:00"
"Game_of_Thrones_en.wikipedia.org_desktop_all-agents",12795,"2016-01-01 00:00:00"
"Game_of_Thrones_en.wikipedia.org_mobile-web_all-agents",15996,"2016-01-01 00:00:00"
"Genghis_Khan_en.wikipedia.org_all-access_all-agents",13168,"2016-01-01 00:00:00"
"George_H._W._Bush_en.wikipedia.org_all-access_all-agents",7391,"2016-01-01 00:00:00"
"George_W._Bush_en.wikipedia.org_all-access_all-agents",9143,"2016-01-01 00:00:00"
"George_Washington_en.wikipedia.org_all-access_all-agents",8243,"2016-01-01 00:00:00"
"Germany_en.wikipedia.org_all-access_all-agents",14225,"2016-01-01 00:00:00"
"Germany_en.wikipedia.org_desktop_all-agents",6841,"2016-01-01 00:00:00"
"Germany_national_football_team_en.wikipedia.org_all-access_all-agents",3118,"2016-01-01 00:00:00"
"Gigi_Hadid_en.wikipedia.org_all-access_all-agents",27566,"2016-01-01 00:00:00"
"Girl_Meets_World_en.wikipedia.org_all-access_all-agents",7181,"2016-01-01 00:00:00"
"Global_warming_en.wikipedia.org_all-access_all-agents",6357,"2016-01-01 00:00:00"
"Goldie_Hawn_en.wikipedia.org_all-access_all-agents",12294,"2016-01-01 00:00:00"
"Gone_Girl_(film)_en.wikipedia.org_all-access_all-agents",12041,"2016-01-01 00:00:00"
"Gone_Girl_(film)_en.wikipedia.org_mobile-web_all-agents",8080,"2016-01-01 00:00:00"
"Google_en.wikipedia.org_all-access_all-agents",31746,"2016-01-01 00:00:00"
"Google_en.wikipedia.org_desktop_all-agents",10743,"2016-01-01 00:00:00"
"Google_en.wikipedia.org_mobile-web_all-agents",20732,"2016-01-01 00:00:00"
"Gotham_(TV_series)_en.wikipedia.org_all-access_all-agents",12699,"2016-01-01 00:00:00"
"Grace_Kelly_en.wikipedia.org_mobile-web_all-agents",10363,"2016-01-01 00:00:00"
"Great_Wall_of_China_en.wikipedia.org_all-access_all-agents",7095,"2016-01-01 00:00:00"
"Great_Wall_of_China_en.wikipedia.org_mobile-web_all-agents",4128,"2016-01-01 00:00:00"
"Grecia_es.wikipedia.org_all-access_all-agents",1081,"2016-01-01 00:00:00"
"Greece_en.wikipedia.org_desktop_all-agents",6629,"2016-01-01 00:00:00"
"Greek_alphabet_en.wikipedia.org_all-access_all-agents",7545,"2016-01-01 00:00:00"
"Greenland_en.wikipedia.org_all-access_all-agents",8428,"2016-01-01 00:00:00"
"Grey's_Anatomy_en.wikipedia.org_all-access_all-agents",12726,"2016-01-01 00:00:00"
"Griechenland_de.wikipedia.org_all-access_all-agents",1528,"2016-01-01 00:00:00"
"Griechenland_de.wikipedia.org_desktop_all-agents",776,"2016-01-01 00:00:00"
"Guardians_of_the_Galaxy_(film)_en.wikipedia.org_all-access_all-agents",13034,"2016-01-01 00:00:00"
"Gucci_Mane_en.wikipedia.org_all-access_all-agents",11489,"2016-01-01 00:00:00"
"Guns_N'_Roses_es.wikipedia.org_all-access_all-agents",3482,"2016-01-01 00:00:00"
"Guns_N'_Roses_es.wikipedia.org_all-access_spider",10,"2016-01-01 00:00:00"
"Guns_N'_Roses_es.wikipedia.org_mobile-web_all-agents",2200,"2016-01-01 00:00:00"
"HTTP_404_en.wikipedia.org_all-access_all-agents",6910,"2016-01-01 00:00:00"
"HTTP_404_en.wikipedia.org_desktop_all-agents",6077,"2016-01-01 00:00:00"
"Halle_Berry_en.wikipedia.org_all-access_all-agents",6886,"2016-01-01 00:00:00"
"Harley_Quinn_en.wikipedia.org_all-access_all-agents",5232,"2016-01-01 00:00:00"
"Harry_Potter_(film_series)_en.wikipedia.org_all-access_all-agents",17449,"2016-01-01 00:00:00"
"Harry_Potter_en.wikipedia.org_all-access_all-agents",21637,"2016-01-01 00:00:00"
"Harry_Potter_en.wikipedia.org_mobile-web_all-agents",13532,"2016-01-01 00:00:00"
"Hauptseite_de.wikipedia.org_all-access_all-agents",33326,"2016-01-01 00:00:00"
"Hauptseite_de.wikipedia.org_desktop_all-agents",31450,"2016-01-01 00:00:00"
"Hawaii_en.wikipedia.org_all-access_all-agents",9395,"2016-01-01 00:00:00"
"Heath_Ledger_en.wikipedia.org_all-access_all-agents",12519,"2016-01-01 00:00:00"
"Heath_Ledger_en.wikipedia.org_mobile-web_all-agents",9007,"2016-01-01 00:00:00"
"Heidi_Klum_en.wikipedia.org_all-access_all-agents",3555,"2016-01-01 00:00:00"
"Heidi_Klum_en.wikipedia.org_mobile-web_all-agents",2315,"2016-01-01 00:00:00"
"Helgoland_de.wikipedia.org_all-access_all-agents",1350,"2016-01-01 00:00:00"
"Helgoland_de.wikipedia.org_desktop_all-agents",468,"2016-01-01 00:00:00"
"Help:Contents_en.wikipedia.org_desktop_all-agents",4397,"2016-01-01 00:00:00"
"Help:IPA_for_English_en.wikipedia.org_all-access_all-agents",24868,"2016-01-01 00:00:00"
"Help:IPA_for_English_en.wikipedia.org_desktop_all-agents",9797,"2016-01-01 00:00:00"
"Help:IPA_for_English_en.wikipedia.org_mobile-web_all-agents",14907,"2016-01-01 00:00:00"
"Henry_VIII_of_England_en.wikipedia.org_all-access_all-agents",12704,"2016-01-01 00:00:00"
"Hillary_Clinton_en.wikipedia.org_all-access_all-agents",16011,"2016-01-01 00:00:00"
"Hong_Kong_en.wikipedia.org_all-access_all-agents",12751,"2016-01-01 00:00:00"
"Hope_Solo_en.wikipedia.org_all-access_all-agents",1057,"2016-01-01 00:00:00"
"Hope_Solo_en.wikipedia.org_desktop_all-agents",448,"2016-01-01 00:00:00"
"Hope_Solo_en.wikipedia.org_mobile-web_all-agents",598,"2016-01-01 00:00:00"
"House_of_Cards_(U.S._TV_series)_en.wikipedia.org_all-access_all-agents",13905,"2016-01-01 00:00:00"
"How_I_Met_Your_Mother_en.wikipedia.org_all-access_all-agents",11532,"2016-01-01 00:00:00"
"How_to_Get_Away_with_Murder_en.wikipedia.org_all-access_all-agents",11947,"2016-01-01 00:00:00"
"How_to_contribute_www.mediawiki.org_all-access_all-agents",755,"2016-01-01 00:00:00"
"How_to_contribute_www.mediawiki.org_desktop_all-agents",571,"2016-01-01 00:00:00"
"Howard_Hughes_en.wikipedia.org_all-access_all-agents",13155,"2016-01-01 00:00:00"
"Howard_Hughes_en.wikipedia.org_desktop_all-agents",4570,"2016-01-01 00:00:00"
"Howard_Hughes_en.wikipedia.org_mobile-web_all-agents",8404,"2016-01-01 00:00:00"
"Howard_Stern_en.wikipedia.org_all-access_all-agents",4150,"2016-01-01 00:00:00"
"Hugh_Hefner_en.wikipedia.org_all-access_all-agents",4694,"2016-01-01 00:00:00"
"Hulk_Hogan_en.wikipedia.org_all-access_all-agents",6125,"2016-01-01 00:00:00"
"Human_penis_size_en.wikipedia.org_all-access_all-agents",9957,"2016-01-01 00:00:00"
"Humans_(TV_series)_en.wikipedia.org_all-access_all-agents",2982,"2016-01-01 00:00:00"
"Humans_(TV_series)_en.wikipedia.org_desktop_all-agents",1482,"2016-01-01 00:00:00"
"Ice_Cube_en.wikipedia.org_all-access_all-agents",18356,"2016-01-01 00:00:00"
"Iceland_en.wikipedia.org_all-access_all-agents",11874,"2016-01-01 00:00:00"
"Idris_Elba_en.wikipedia.org_all-access_all-agents",18368,"2016-01-01 00:00:00"
"Iggy_Azalea_en.wikipedia.org_all-access_all-agents",6206,"2016-01-01 00:00:00"
